dat_ref,retorno,retorno_mm3,desvio_relativo,score_confianca_mercado
2017-09-05,-0.5891487459413702,-0.8206738244357883,-0.28211583165040155,47.196932710418544
2017-09-04,-0.48708214600157174,-0.7532163624294436,-0.3533303705318823,46.60560683674051
2017-09-01,-0.18979303521396984,-0.4220079757189712,-0.5502619710193364,44.97039649146451
2017-08-31,-0.6815040747271683,-0.45279308531423723,0.5051114887370824,53.73362999615219
2017-08-30,-0.08013435700575666,-0.3171438223156322,-0.7473248685071209,43.33409592901303
2017-08-29,-0.18777043023919804,-0.31646962065737494,-0.4066715476538987,46.162691405985775
2017-08-28,0.15733104954724908,-0.03685791256590246,-5.268582743690081,5.792088283415329
2017-08-25,-0.41792966291812617,-0.14945634787002562,1.7963326340717072,64.4552113455346
2017-08-24,-0.023154959744120518,-0.09458452437166646,-0.7551929356526239,43.26876388092219
2017-08-23,-0.2870914977491146,-0.24272537347045434,0.18278321563304,51.05719551103126
2017-08-22,-0.032904924125110036,-0.1143837938727823,-0.7123287922963378,43.62468385762526
2017-08-21,0.07115611748986783,-0.08294676812811952,-1.8578528024137135,34.112890384818314
2017-08-18,-0.23701840520473638,-0.06625573727999345,2.577326506882089,70.94014955380385
2017-08-17,0.17842856796530526,0.004188760083478312,41.5969891828084,100.0
2017-08-16,0.3562215349469655,0.09921056590251087,2.590560458016197,71.05003691443976
2017-08-15,-0.3279494957776352,0.06890020237821126,-5.759775508022959,1.71349709858915
2017-08-14,0.24048115585790786,0.08958439834241212,1.6844088960527892,63.52585895192443
2017-08-11,0.2539026674261313,0.05547810916880073,3.5766279930989207,79.23779261498211
2017-08-10,-0.2652966893284425,0.0763623779851983,-4.474180562840334,12.388361614967746
2017-08-09,-0.020276043854194903,-0.010556688585502627,0.9206821997230976,57.184297761589505
2017-08-08,0.16948415974968878,-0.038696191144316806,-5.37986671911973,4.868048122082284
2017-08-07,0.19570980959267015,0.11497264182938742,0.7022293867361236,55.37038725222104
2017-08-04,-0.221788161034564,0.04780193610259772,-5.639731758114109,2.7102735491475936
2017-08-03,-0.12150726873839668,-0.049195206726764105,1.4699005619238918,61.74470119843406
2017-08-02,-0.19986193112969675,-0.18105245363421973,0.10388965804063499,50.40210734218784
2017-08-01,-0.17655965055701772,-0.16597628347503765,0.06376433343605847,50.06892899123476
2017-07-31,0.12356806419724364,-0.0842845058298242,-2.466082798738068,29.062487199981895
2017-07-28,-0.05759392892231707,-0.03686183842736431,0.5624269265843869,54.209545474825745
2017-07-27,-0.07167070217918292,-0.001898855634752709,36.74415540995917,100.0
2017-07-26,-0.47637047375358454,-0.20187836828502878,1.359690529502422,60.82957846179499
2017-07-25,-0.05891833723687956,-0.20231983772321627,-0.7087861580954666,43.6540999192449
2017-07-24,0.28891877143746303,-0.08212334651766762,-4.518107623333475,12.023615766266204
2017-07-21,0.06412716611365887,0.09804253343808018,-0.34592504023614323,46.66709657571488
2017-07-20,-0.08641909376472245,0.08887561459546589,-1.97236001301454,33.16208627354468
2017-07-19,0.17736096600986517,0.05168967945293327,2.4312645751917183,69.72733261045957
2017-07-18,-0.03346915017462537,0.01915757402350519,-2.7470453270106505,26.729530824626085
2017-07-17,-0.1674017788258486,-0.00783665433020353,20.361383541016913,100.0
2017-07-14,0.08748651249599337,-0.03779480550149413,-3.3147761004494334,22.01541063385564
2017-07-13,-0.23552149801386868,-0.10514558811457524,1.2399560669842389,59.83537016149597
2017-07-12,0.3319687890927403,0.06131126785828774,4.414482536228721,86.19487016561946
2017-07-11,-0.45458294319410397,-0.11937855070507804,2.8079113920317282,72.85479803443198
2017-07-10,0.10088407591160031,-0.007243359396588378,-14.927802058132958,0.0
2017-07-07,-0.05160838003241963,-0.1351024157716417,-0.618005497994564,44.407891967755866
2017-07-06,0.0170493017093154,0.022108332529498103,-0.22882914455138925,47.63939568636608
2017-07-05,0.0988690934240033,0.021436671700299097,3.6121475761847774,79.53272745316002
2017-07-04,0.5853302517941916,0.2337495489758362,1.504091470374131,62.02860346233597
2017-07-03,0.26508262064162125,0.31642732195327145,-0.16226380514395833,48.192117196608294
2017-06-30,0.06657789613846443,0.3056635895247585,-0.7821857152107033,43.04463087092343
2017-06-29,-0.43102201394312756,-0.033120499054347885,12.01375360425148,100.0
2017-06-28,-0.12202208018593508,-0.16215539933019998,-0.2474991231253466,47.484370581026724
2017-06-27,0.3713615296604633,-0.06056085482286703,-7.132039099293588,0.0
2017-06-26,-0.009660249041232305,0.07989306681109805,-1.1209147354935483,40.23201371430309
2017-06-23,0.07584028133362786,0.14584718731761903,-0.4800017557522963,45.5537981932818
2017-06-22,0.26596386559893936,0.11071463263044438,1.4022467426388268,61.18294155742906
2017-06-21,-0.21952417172952376,0.040759991734347224,-6.385775668461123,0.0
2017-06-20,-0.3507569982534542,-0.10143910146134678,2.457808608321611,69.94773948001179
2017-06-19,-0.013556761676958295,-0.194612643886646,-0.9303397692656878,41.814442108502206
2017-06-16,-0.04600239212440016,-0.13677205068493814,-0.663656486145922,44.02883158378296
2017-06-14,-0.1070653437718061,-0.05554149919105544,0.9276639149317056,57.2422700367786
2017-06-13,-0.36373335919881455,-0.17226703169834087,1.1114507843599055,58.768333855236364
2017-06-12,0.2093017595950375,-0.08716564779186164,-3.401195481215471,21.297832220278618
2017-06-09,0.28803885853065925,0.044535752975626806,5.467587034809875,94.93926348022268
2017-06-08,-0.36858011895304355,0.04292016639088381,-9.587574325698084,0.0
2017-06-07,0.5361995459561397,0.15188609517791787,2.5302740868282965,70.5494524597276
